year, month,airline,airport,airport_name,arrival_flights,delayed_flights,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted
2018,1,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",310,37,8.39,0.65,22.81,0,5.15,14,0
2018,1,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",629,105,28.17,2.88,55.27,1,17.68,10,0
2018,1,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",186,14,9.23,0,0.4,0,4.37,9,0
2018,1,Spirit Air Lines,BOS,"Boston, MA: Logan International",494,91,14.26,0.21,52.23,0,24.31,44,0
2018,1,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",13,1,0,0,1,0,0,0,0
2018,1,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",635,87,23.31,1.43,33.54,2,26.72,8,0
2018,1,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",75,12,4.86,0.01,2.13,0,5,0,0
2018,1,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",230,22,5.94,0,6.05,0,10.01,1,0
2018,1,Spirit Air Lines,DEN,"Denver, CO: Denver International",258,33,10.35,1.25,15.33,0,6.07,2,0
2018,1,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",608,81,23.92,0.48,34.44,2.93,19.22,6,1
2018,1,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",890,136,31.54,1.62,71.79,0.96,30.09,9,0
2018,1,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",293,58,7.7,0,47.95,0,2.35,18,0
2018,1,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1483,231,46.96,6.75,124.55,2.04,50.71,36,2
2018,1,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",30,3,1.98,0,1.02,0,0,4,0
2018,1,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",496,60,10.71,1.14,32.8,0,15.35,20,1
2018,1,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1054,112,24.38,4.38,51.92,0.23,31.09,17,1
2018,1,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",682,83,24.28,3,37.05,0.94,17.74,7,1
2018,1,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",93,15,4.07,2,2.22,1,5.7,2,0
2018,1,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341,78,9.27,5.27,58.08,0.86,4.51,16,0
2018,1,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",124,10,4.9,0,4.41,0,0.69,1,0
2018,1,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1100,197,38.13,2.29,119.73,1.26,35.58,24,1
2018,1,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",390,37,8.75,0,16.34,1,10.91,16,0
2018,1,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",498,63,17.53,2.12,34.57,0.79,7.98,23,1
2018,1,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",186,24,7.98,0,14.02,0,2,13,0
2018,1,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",155,16,5.01,0,6.76,0,4.23,1,0
2018,1,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",774,106,17.56,2.75,63.82,0,21.86,10,1
2018,1,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",31,4,1.12,0,2.21,0,0.67,3,0
2018,1,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",93,17,4.77,1,8.58,0,2.64,4,0
2018,1,Spirit Air Lines,PDX,"Portland, OR: Portland International",31,5,1,0,3,0,1,1,0
2018,1,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",248,41,10.92,0,24.32,0,5.76,6,0
2018,1,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93,6,1.78,0,2.15,0,2.07,1,0
2018,1,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",191,19,4.69,1,7.34,0,5.96,5,1
2018,1,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",509,91,15.45,4.55,58.35,0,12.66,15,1
2018,1,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",155,26,6.22,0,13.96,0,5.82,5,1
2018,1,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",93,11,5.47,0,2.68,0,2.85,0,0
2018,1,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",82,17,7.41,0,6.95,0,2.65,0,0
2018,1,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",9,4,0.67,0,3,0,0.33,0,0
2018,1,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",618,89,22.86,2.75,48.47,0,14.93,18,0
2018,1,United Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",64,3,0.89,0,0,0,2.11,0,0
2018,1,United Air Lines Inc.,ALB,"Albany, NY: Albany International",12,3,1,0.41,0.12,0,1.47,0,0
2018,1,United Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",52,6,1.35,0,2.45,0,2.2,0,0
2018,1,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",434,54,15.5,5.67,15.96,0,16.87,13,0
2018,1,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",483,42,9.73,4.51,9.06,0,18.69,18,0
2018,1,United Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",27,8,4.17,0,1.02,0,2.81,1,1
2018,1,United Air Lines Inc.,BDL,"Hartford, CT: Bradley International",136,19,9.35,0.51,4.51,0,4.64,8,0
2018,1,United Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",62,11,4.26,1.45,1.75,0,3.53,0,0
2018,1,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",122,21,7.65,2.85,2.53,0,7.96,2,0
2018,1,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,10,3.35,1.41,2.36,0,2.88,0,0
2018,1,United Air Lines Inc.,BOS,"Boston, MA: Logan International",1006,153,37.4,8.09,75.2,0,32.31,63,1
2018,1,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",7,3,0,0,3,0,0,0,0
2018,1,United Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2,1,0.44,0,0.56,0,0,0,0
2018,1,United Air Lines Inc.,BTV,"Burlington, VT: Burlington International",62,11,2.92,1.6,0.36,0,6.12,2,0
2018,1,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",57,8,2.25,0.42,0,0,5.33,1,0
2018,1,United Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",42,7,1.64,0,0,0,5.36,0,0
2018,1,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",261,40,9.65,4.11,12.67,0,13.58,2,0
2018,1,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",94,12,4,0.94,3.52,0,3.54,2,1
2018,1,United Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",14,1,0.93,0,0.07,0,0,9,0
2018,1,United Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",86,12,3.4,2.62,1.18,0,4.8,0,0
2018,1,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",393,49,11.46,3.99,11.9,0,21.64,1,5
2018,1,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",72,9,1.46,1.22,1.63,0,4.69,2,0
2018,1,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",62,8,3.28,0.35,2.91,0,1.46,0,0
2018,1,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",414,54,10.72,4.63,19.57,0,19.09,5,2
2018,1,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4695,442,114.53,28.87,142.5,0,156.09,37,2
2018,1,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",502,54,15.6,5.81,10.4,0,22.2,8,2
2018,1,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",52,6,1.83,0.05,1.25,0,2.87,0,0
2018,1,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",131,24,5.55,2.07,8.56,0,7.82,0,0
2018,1,United Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",142,15,3.12,3.7,5.01,0,3.18,2,4
2018,1,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",86,6,2.11,0,0.26,0,3.63,0,0
2018,1,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4388,907,137.69,23.11,577.64,0,168.56,228,3
2018,1,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",22,8,1.42,1,3.76,0,1.82,0,0
2018,1,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",612,76,21.21,6.17,22.86,0,25.77,13,1
2018,1,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",28,1,1,0,0,0,0,0,0
2018,1,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",62,9,1.29,1,4.42,0,2.29,0,1
2018,1,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",51,5,1,1.42,1.01,0,1.57,0,0
2018,1,United Air Lines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",7,0,0,0,0,0,0,0,0
2018,1,United Air Lines Inc.,GUM,"Guam, TT: Guam International",31,5,2.31,0,0.69,0,2,0,0
2018,1,United Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",40,6,1,1,2.28,0,1.72,1,0
2018,1,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",399,41,25.18,1.75,8.9,0,5.17,1,1
2018,1,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1632,161,50.3,5.77,41.13,0,63.8,14,0
2018,1,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5024,479,129.78,21.46,178.92,0,148.83,158,24
2018,1,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",33,4,2.67,0,1.25,0,0.08,0,0
2018,1,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",111,17,4.8,3.39,2.73,0,6.08,0,0
2018,1,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",31,5,5,0,0,0,0,0,0
2018,1,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",131,19,3.65,3.83,5.53,0,5.99,1,3
2018,1,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",67,9,4.25,1,0,0,3.75,2,0
2018,1,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",162,15,3.34,0.22,4.14,0,7.3,0,0
2018,1,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",895,111,30.19,4.3,46.26,0,30.26,7,0
2018,1,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2126,252,87.05,19.48,84.36,0,61.11,15,0
2018,1,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",665,125,24.59,4.45,66.72,0,29.24,40,1
2018,1,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",130,13,4.61,0.62,4.38,0,3.39,0,2
2018,1,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",92,13,6.94,2,2.66,0,1.4,0,0
2018,1,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",993,124,38.59,13.33,38.15,0,33.93,16,0
2018,1,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",22,3,0,0.93,0.23,0,1.84,1,0
2018,1,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",58,7,1.45,2.29,1.03,0,2.23,3,0
2018,1,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",25,4,1.31,0,1.07,0,1.63,0,0
2018,1,United Air Lines Inc.,MIA,"Miami, FL: Miami International",432,66,25.04,7.89,14.77,0,18.3,12,0
2018,1,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",6,0,0,0,0,0,0,0,0
2018,1,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",72,12,3.44,0.78,3.26,0,4.52,0,0
2018,1,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",228,35,9.89,3.72,11.34,0,10.04,3,1
2018,1,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",406,53,16.11,4.93,12.06,0,19.9,12,0
2018,1,United Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",16,1,1,0,0,0,0,0,0
2018,1,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",28,5,0,0.37,3,0,1.63,2,0
2018,1,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",233,25,11.04,0,9.3,0,4.66,0,1
2018,1,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",20,3,0,0,0.14,0,2.86,0,0
2018,1,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",30,4,0.81,0,0.34,0,2.85,0,0
2018,1,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",110,10,7.07,0,1.93,0,1,0,0
2018,1,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5162,610,146.48,36.06,252.95,0,174.51,57,4
2018,1,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",20,3,2,0,0,0,1,7,0
2018,1,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",235,49,14.61,3.91,10.56,0,19.93,8,0
2018,1,United Air Lines Inc.,PDX,"Portland, OR: Portland International",541,60,29.28,3.09,9.52,0,18.11,4,0
2018,1,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",311,50,10.35,3.44,16.38,0,19.84,7,0
2018,1,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",655,122,22.8,4.05,71.06,0,24.09,7,2
2018,1,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",128,18,6.7,1.09,4.71,0,5.51,0,0
2018,1,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",110,13,5.42,1,2.46,0,4.13,0,0
2018,1,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",31,11,5.65,0,2.48,0,2.87,2,0
2018,1,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",306,35,14.32,1.35,9.82,0,9.51,5,1
2018,1,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",14,2,0.58,0.17,0.42,0,0.83,0,0
2018,1,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",124,20,6.02,0.48,6.48,0,7.01,0,0
2018,1,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",31,7,6.26,0,0,0,0.74,3,0
2018,1,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",297,40,13.85,2.24,16.6,0,7.32,6,0
2018,1,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",763,75,22.83,6.34,19.5,0,26.33,6,11
2018,1,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",380,38,11.22,6.42,5.52,0,14.85,7,0
2018,1,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",32,4,1.98,0.67,0.03,0,1.31,5,0
2018,1,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",27,2,1.33,0,0,0,0.67,0,0
2018,1,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",755,83,31.38,6.66,21.09,0,23.87,7,1
2018,1,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4468,794,145.7,25.94,465.71,0,156.65,34,1
2018,1,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",184,22,10.4,1.04,4.91,0,5.65,2,0
2018,1,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",138,35,13.55,4.76,14.76,0,1.92,2,0
2018,1,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",190,15,6.79,0.53,5.76,0,1.93,2,0
2018,1,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",203,23,7.43,1.23,3.99,0,10.36,2,0
2018,1,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",557,54,19.24,4.07,13.51,0,17.17,7,5
2018,1,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",19,5,1.66,0,1,0,2.34,1,0
2018,1,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",586,65,22.28,2.72,15.74,0,24.26,11,0
2018,1,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",37,4,1.23,0,1.24,0,1.53,0,0
2018,1,United Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",28,3,1,0,2,0,0,1,0
2018,1,Virgin America,AUS,"Austin, TX: Austin - Bergstrom International",58,10,4.84,0,4.16,0,1,1,0
2018,1,Virgin America,BNA,"Nashville, TN: Nashville International",31,3,1,0,1,0,1,0,0
2018,1,Virgin America,BOS,"Boston, MA: Logan International",92,18,3.12,0,12.13,0.84,1.92,4,0
2018,1,Virgin America,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,0,0,0,0,0,0,0,0
2018,1,Virgin America,DAL,"Dallas, TX: Dallas Love Field",283,25,9.3,0,8.23,0,7.47,3,0
2018,1,Virgin America,DCA,"Washington, DC: Ronald Reagan Washington National",115,14,4.07,0,6.68,0,3.25,1,0
2018,1,Virgin America,DEN,"Denver, CO: Denver International",59,6,2,0,3,0,1,1,0
2018,1,Virgin America,EWR,"Newark, NJ: Newark Liberty International",189,49,8.36,1,37.86,0,1.78,7,0
2018,1,Virgin America,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",114,18,8.74,0,6.69,0,2.57,0,0
2018,1,Virgin America,HNL,"Honolulu, HI: Daniel K Inouye International",62,10,2.37,0,4.3,0.47,2.86,0,0
2018,1,Virgin America,IAD,"Washington, DC: Washington Dulles International",116,9,4.51,0,4.49,0,0,0,0
2018,1,Virgin America,IND,"Indianapolis, IN: Indianapolis International",31,4,1.14,0,2.19,0,0.67,0,0
2018,1,Virgin America,JFK,"New York, NY: John F. Kennedy International",357,53,16.15,0,29.46,1.38,6.02,20,1
2018,1,Virgin America,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",31,4,0.52,0,3.48,0,0,0,0
2018,1,Virgin America,LAS,"Las Vegas, NV: McCarran International",354,52,13.62,0,22.03,0,16.34,2,0
2018,1,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1201,138,33.65,6.48,60.93,1.21,35.73,24,2
2018,1,Virgin America,MCO,"Orlando, FL: Orlando International",62,10,1.99,0,5.86,0.66,1.49,0,0
2018,1,Virgin America,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,3,1,0,2,0,0,1,0
2018,1,Virgin America,OGG,"Kahului, HI: Kahului Airport",62,3,0.88,0,1.51,0,0.61,0,0
2018,1,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",69,11,4.5,0,5.86,0,0.64,1,0
2018,1,Virgin America,PDX,"Portland, OR: Portland International",65,9,3.69,0,1.55,0,3.76,0,0
2018,1,Virgin America,PHL,"Philadelphia, PA: Philadelphia International",62,8,1.92,0,5.71,0,0.37,2,0
2018,1,Virgin America,PSP,"Palm Springs, CA: Palm Springs International",101,20,3.5,1,4.16,0,11.34,0,0
2018,1,Virgin America,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",31,5,1.49,0,2.06,0,1.45,1,0
2018,1,Virgin America,SAN,"San Diego, CA: San Diego International",161,28,11.22,0,9.34,0,7.43,3,0
2018,1,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",176,29,5.9,0,10.95,0,12.16,1,0
2018,1,Virgin America,SFO,"San Francisco, CA: San Francisco International",1880,372,68.57,6.79,240.29,2.68,53.67,31,3
2018,1,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",890,129,43.01,1.07,7.53,1,76.39,4,0
2018,1,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",366,63,31.79,0.27,6.07,0,24.86,2,1
2018,1,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",148,20,5.61,0,0.6,0,13.79,1,0
2018,1,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3529,462,144.25,4.45,112.23,0,201.08,152,2
2018,1,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1849,249,83.41,0.8,41.68,0,123.11,37,2
2018,1,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",516,85,36.15,0.57,14.85,0,33.43,27,0
2018,1,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",357,50,24.99,0,3.81,0,21.2,5,0
2018,1,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2699,370,135.9,6.57,57.36,1,169.17,80,9
2018,1,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",330,31,9.1,0,1.25,0,20.65,0,1
2018,1,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",839,164,45.53,5.71,57.38,0,55.38,53,0
2018,1,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",486,90,36.14,1,13.18,0,39.68,23,4
2018,1,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1597,228,61.05,1.25,14.36,0,151.33,35,3
2018,1,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5748,722,206.41,11.35,154.82,4.9,344.52,153,7
2018,1,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",195,24,10.48,0.26,7.72,0,5.53,36,0
2018,1,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",573,100,32.51,1.21,22.26,0,44.02,15,3
2018,1,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",236,35,10.83,1.4,10.69,0,12.08,6,1
2018,1,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",957,198,72.7,5.64,32.47,1,86.19,20,1
2018,1,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",116,17,5.66,0,2.22,0,9.12,5,0
2018,1,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",240,36,14.24,0.9,4.36,0,16.5,5,0
2018,1,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5406,697,216.18,7.81,126.17,0.44,346.4,98,15
2018,1,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1286,214,66.44,2.9,63.28,0.15,81.23,40,4
2018,1,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5515,708,227.73,14.84,127.35,1.83,336.25,73,5
2018,1,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",95,18,9.54,0,2.01,0,6.45,0,0
2018,1,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",559,109,41.7,3.25,16.99,0,47.06,10,0
2018,1,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",94,20,6.88,0.3,2.97,0,9.85,1,0
2018,1,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",562,94,30.4,0,9.41,0.95,53.24,5,0
2018,1,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",513,153,38.11,2.86,66.02,1.53,44.48,38,1
2018,1,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2228,354,124.18,6.44,96.61,0.47,126.3,31,2
2018,1,Southwest Airlines Co.,FNT,"Flint, MI: Bishop International",98,18,3.92,0,3.62,0,10.46,4,0
2018,1,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",299,16,2.22,0.33,1.7,0,11.75,1,2
2018,1,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",215,39,17.01,0,5.23,0,16.77,2,0
2018,1,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",89,12,5.18,0,0.16,0,6.66,4,0
2018,1,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4331,630,187.07,6.56,173.71,0,262.66,161,13
2018,1,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",172,24,6.48,1,2.92,0,13.6,5,0
2018,1,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",202,18,7.19,0,4.55,0,6.26,2,0
2018,1,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120,27,12.51,0,2.13,0,12.36,0,0
2018,1,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",971,178,67.05,2.36,18.22,0,90.38,15,2
2018,1,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",375,41,15.55,1.69,3.93,1,18.83,19,7
2018,1,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",333,54,19.9,2.04,10.04,0,22.02,8,2
2018,1,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6014,732,196.35,12.31,136.17,0.13,387.04,75,3
2018,1,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3604,596,185.48,3.51,149.51,3.08,254.43,61,6
2018,1,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",204,24,9.31,1,0.54,0,13.15,0,0
2018,1,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",937,232,67.87,3.41,97.17,1,62.55,64,3
2018,1,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",210,24,4.14,0,0.35,0,19.51,1,0
2018,1,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",185,24,9.34,0,4.9,0,9.77,1,0
2018,1,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",259,40,16.76,0.44,3.37,0.81,18.61,5,0
2018,1,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2068,283,103.36,0.95,31.21,0,147.48,33,0
2018,1,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3494,533,165.31,9.16,124.82,0,233.7,65,1
2018,1,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6366,1092,298.94,10.66,297.37,3.37,481.67,280,26
2018,1,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",267,43,19.68,0.6,4.33,0,18.38,7,0
2018,1,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",335,52,27.64,0,6.59,0,17.76,13,0
2018,1,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",1047,154,50.4,0.56,17.88,0.65,84.52,17,2
2018,1,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",656,110,40.61,1.91,21.6,0,45.87,28,4
2018,1,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1702,251,80.4,2.36,44.92,1,122.31,54,0
