year, month,airline,airport,airport_name,arrival_flights,delayed_flights,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted
2018,6,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",252,55,26,1.45,8.49,0,19.06,3,0
2018,6,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5565,1648,304.34,85.41,747.29,0.91,510.05,161,36
2018,6,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",187,37,15.85,0,5.2,0,15.95,5,0
2018,6,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",311,80,35.9,3.67,18.09,0.21,22.13,4,1
2018,6,American Airlines Inc.,PDX,"Portland, OR: Portland International",404,122,47.22,3.71,28.11,0,42.95,5,0
2018,6,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",4380,1046,289.04,51.44,367.25,0.49,337.78,86,4
2018,6,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4739,802,266.39,30.11,183.56,2.03,319.91,52,3
2018,6,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",484,121,44.52,7.27,16.73,0,52.48,5,1
2018,6,American Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",60,24,10.62,0.33,0.53,0,12.52,1,1
2018,6,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",56,21,8.78,0.22,1.66,0,10.34,0,0
2018,6,American Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",171,55,22.43,2.74,14.59,0,15.23,3,1
2018,6,American Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",116,27,11.79,2.88,7.06,0,5.27,2,0
2018,6,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",785,204,68.93,17.87,39.54,1,76.67,15,1
2018,6,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",199,49,25.42,4.35,7.9,0,11.33,3,1
2018,6,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",168,38,12.9,2.54,8.9,0.05,13.61,1,1
2018,6,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",338,87,35.66,1.52,18.34,0,31.48,6,0
2018,6,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",796,239,88.92,13.61,43.66,1.36,91.44,11,1
2018,6,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",633,194,65.61,7.41,28.5,0.07,92.4,11,0
2018,6,American Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",69,28,10.28,0.04,1.8,0,15.88,2,0
2018,6,American Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",30,8,4.14,0,0.03,0,3.82,0,0
2018,6,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",859,265,87.49,10.18,74.51,0,92.82,6,1
2018,6,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1171,406,109.44,20.25,158.79,0.35,117.16,18,1
2018,6,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",373,108,35.9,4.29,29.99,0.74,37.09,7,0
2018,6,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",420,123,43.71,17.87,31.26,0,30.16,1,0
2018,6,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",428,115,35.06,5.28,22.33,0,52.33,7,0
2018,6,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",349,93,41.71,3.67,8.08,0.42,39.11,4,0
2018,6,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",558,95,38.33,3.93,20.96,0,31.77,5,0
2018,6,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",601,175,44.25,13.69,34.54,0,82.53,9,3
2018,6,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",60,22,7.23,4.52,7.01,0,3.24,0,0
2018,6,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",65,28,8.42,9.85,4.15,0,5.58,0,0
2018,6,American Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",55,14,4.92,0.74,2.67,0,5.67,2,0
2018,6,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",969,282,87.07,25.37,71.97,0,97.59,9,1
2018,6,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",285,87,40.34,5.1,12.42,0,29.14,6,0
2018,6,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",286,83,32.55,1.67,13.65,0,35.12,4,0
2018,6,American Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",81,34,13.37,0.2,0.49,0,19.94,1,0
2018,6,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",10,3,0.79,0,1,0,1.21,0,0
2018,6,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30,2,2,0,0,0,0,0,0
2018,6,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,2,1,0,1,0,0,0,0
2018,6,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",55,8,2.32,1.93,2.14,0,1.61,1,0
2018,6,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",28,7,2.2,0,3.26,0,1.53,0,0
2018,6,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1500,160,34.84,1.68,62.23,0.58,60.67,16,1
2018,6,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",85,10,0.93,0,5.24,0,3.83,0,0
2018,6,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",145,31,14.45,0,13.35,0,3.2,1,0
2018,6,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",68,2,1,0,0,0,1,3,1
2018,6,Alaska Airlines Inc.,BNA,"Nashville, TN: Nashville International",73,16,6.03,0,8.14,0,1.83,0,0
2018,6,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",60,4,0.25,0,0.85,0,2.89,0,0
2018,6,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",353,95,16.55,0.36,63.32,0.52,14.25,3,0
2018,6,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",60,7,0.27,0.73,2.33,0,3.67,0,1
2018,6,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",128,13,2.33,0,3.1,0,7.57,0,0
2018,6,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",143,39,2.59,0,33.54,0,2.87,1,1
2018,6,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,10,4.19,0,4.34,0,1.47,0,0
2018,6,Alaska Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",21,1,0.97,0,0.03,0,0,0,0
2018,6,Alaska Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",170,30,9.86,0,13.59,0,6.55,3,1
2018,6,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",150,38,8.03,0,25.34,0,4.63,1,0
2018,6,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",188,40,16.59,0,17.2,0,6.21,0,3
2018,6,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",149,14,2.1,0,7.09,0,4.81,0,0
2018,6,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",28,3,0.97,0,0.16,0,1.88,0,0
2018,6,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",90,21,1.08,0,18.56,0,1.36,0,0
2018,6,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",399,143,34.51,0,94.37,0.96,13.16,5,0
2018,6,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",342,36,9.52,0,17.86,0,8.62,3,0
2018,6,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",60,17,3.28,0,10.05,0,3.66,0,0
2018,6,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",140,24,10.36,0,8.97,0,4.68,2,0
2018,6,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",28,2,0,0,0.07,0,1.93,0,0
2018,6,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",270,43,12.12,0,24.08,0,6.79,2,0
2018,6,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",175,44,19.91,0,16.67,0,7.41,1,0
2018,6,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",60,7,0,0,5,0,2,0,0
2018,6,Alaska Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",55,8,4.68,0,2.32,1,0,1,0
2018,6,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",421,103,27.65,0,61.42,1,12.93,8,2
2018,6,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",454,44,10.2,0,10.4,0,23.41,4,0
2018,6,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",180,23,3.28,0,10.62,0,9.1,1,0
2018,6,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",234,31,13.5,0,7.7,0,9.81,3,1
2018,6,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",698,108,47.9,1,25.6,0,33.5,3,0
2018,6,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1965,355,106.22,3.29,165.78,1.41,78.3,34,1
2018,6,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",120,15,10.65,0,2.86,0.54,0.96,0,0
2018,6,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",60,9,2.8,0,5.2,1,0,0,1
2018,6,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",155,36,5.97,0,25.56,0,4.47,1,3
2018,6,Alaska Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",30,2,0.81,0,1.19,0,0,0,0
2018,6,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60,9,2.4,0,4.56,0.11,1.93,0,0
2018,6,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",60,13,4.97,0,5.8,0,2.23,0,1
2018,6,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",210,31,6.87,0,7.21,0,16.93,0,0
2018,6,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",275,24,7.06,0,10.79,0,6.15,0,1
2018,6,Alaska Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",30,6,1.98,0,4.02,0,0,0,0
2018,6,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",60,3,2,1,0,0,0,2,0
2018,6,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",81,8,3.99,0,1.03,0,2.99,0,0
2018,6,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",324,96,19.29,0,62.56,1,13.15,5,1
2018,6,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",60,1,0,0,1,0,0,2,0
2018,6,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1652,203,43.69,4.98,90.86,0,63.47,7,1
2018,6,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",118,21,4.15,0,13.28,0,3.57,0,0
2018,6,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",181,10,2.21,0,1.71,0,6.07,0,0
2018,6,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,6,0.21,0,0.86,0,4.93,0,0
2018,6,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",75,24,8.06,0,9.85,0,6.1,1,0
2018,6,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",60,17,3.73,0,11.61,0,1.66,0,1
2018,6,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",757,109,41.29,1.74,33.9,0.07,32,12,0
2018,6,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",30,4,2.33,0,0.7,0,0.97,0,0
2018,6,Alaska Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",30,5,2.5,0,1.5,0,1,0,0
2018,6,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",81,8,2.18,1.95,0.28,0,3.59,0,0
2018,6,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5728,818,173.2,13.29,447.56,3.9,180.04,26,7
2018,6,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2354,665,164.31,6.92,356.81,4.68,132.27,53,6
2018,6,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",139,21,4.73,2.96,6.09,0,7.23,2,1
2018,6,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",461,51,12.58,2,15.53,0,20.89,1,0
2018,6,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",170,18,5.45,0,7,0,5.54,1,1
2018,6,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",175,16,4.88,0,3.31,0,7.81,0,0
2018,6,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",347,15,3.86,0,2.72,0,8.42,0,0
2018,6,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",51,14,4.41,0,6.74,0,2.85,0,0
2018,6,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",30,5,1.34,0,3.66,0,0,0,0
2018,6,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",30,1,1,0,0,0,0,0,0
2018,6,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,9,2.24,0,1.99,0,4.77,0,0
2018,6,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,5,0,0.8,1.26,0,2.94,0,0
2018,6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30,7,2.49,0,4.46,0,0.04,0,0
2018,6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",127,25,9.56,1.97,3.58,0,9.89,3,1
2018,6,JetBlue Airways,ALB,"Albany, NY: Albany International",60,11,8.14,1,1.79,0,0.06,0,0
2018,6,JetBlue Airways,ANC,"Anchorage, AK: Ted Stevens Anchorage International",60,16,7.53,0,2.17,0,6.3,0,0
2018,6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",288,77,35.11,5.44,18.38,0,18.07,0,0
2018,6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",198,33,13.97,2,12.06,0,4.97,1,1
2018,6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",295,79,31.08,4.09,14.24,0.22,29.37,4,1
2018,6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",90,31,17.44,1,5.21,0,7.34,1,0
2018,6,JetBlue Airways,BOS,"Boston, MA: Logan International",4328,1098,260.38,21,329.52,0.8,486.3,39,3
2018,6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",136,41,20.06,1,5.81,0,14.14,0,0
2018,6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",90,18,5.68,0.77,3.76,0,7.78,1,0
2018,6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",407,93,45.16,1.71,15.75,0,30.38,5,0
2018,6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",30,3,1,0,2,0,0,0,1
2018,6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",230,67,33.36,1,11.86,0,20.78,2,0
2018,6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",268,53,19.16,0,16.64,0,17.21,2,1
2018,6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",118,28,12.97,1.42,2.21,0,11.4,0,0
2018,6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",118,16,4.87,1.66,5.88,0,3.59,1,1
2018,6,JetBlue Airways,DAB,"Daytona Beach, FL: Daytona Beach International",30,1,1,0,0,0,0,0,0
2018,6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",891,202,72.62,17.21,52.34,0,59.84,6,2
2018,6,JetBlue Airways,DEN,"Denver, CO: Denver International",102,28,10.35,0,7.35,0.82,9.48,0,0
2018,6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",55,6,3.51,0,2.44,0,0.05,0,1
2018,6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",120,34,17.71,0,3.77,0.34,12.18,1,1
2018,6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",736,287,61.98,11.52,147.4,0.11,65.98,12,1
2018,6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2058,493,158.86,7.01,105.79,1,220.35,26,11
2018,6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",60,16,7.74,0,2.46,0,5.8,0,0
2018,6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",330,71,21.62,7.17,18.68,0,23.52,5,2
2018,6,JetBlue Airways,HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",21,5,0.52,0.7,1.35,0,2.43,0,0
2018,6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",171,52,20.42,0,7.08,0,24.5,1,0
2018,6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",330,79,34.47,3.84,16.65,0.4,23.63,4,4
2018,6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3631,908,207.65,19.22,330.63,2.08,348.43,49,11
2018,6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",383,66,28.35,2.89,15.84,0,18.92,1,0
2018,6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",516,88,31.31,6.65,31.08,0,18.95,0,0
2018,6,JetBlue Airways,LGA,"New York, NY: LaGuardia",508,156,34.64,13.44,70.45,0,37.48,9,8
2018,6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",1020,209,70.86,1.4,31.2,0.47,105.07,5,0
2018,6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1664,433,120.64,2.26,110.92,1.71,197.48,20,12
2018,6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",90,33,11.62,0,5.37,0,16.01,0,0
2018,6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",148,33,14.43,2,6.54,0,10.03,0,0
2018,6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",39,8,3.06,0,1.46,0,3.48,0,0
2018,6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",167,43,16.27,0,8.35,0,18.38,2,2
2018,6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",245,91,23.29,1.09,52.53,0,14.09,5,0
2018,6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",90,25,11.39,1.32,6.08,0,6.21,3,0
2018,6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",553,142,59.83,2.23,27.28,0,52.66,5,0
2018,6,JetBlue Airways,PDX,"Portland, OR: Portland International",165,44,16.97,0.47,10.87,0,15.7,2,0
2018,6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",206,51,18.63,0.07,13.37,0,18.93,3,0
2018,6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,25,9.12,0,5.79,2,8.09,0,0
2018,6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",205,39,19.32,0.92,5.11,0,13.65,2,0
2018,6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",77,21,10.42,0,3.65,0,6.93,0,1
2018,6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",90,27,13.42,0.75,5.6,0,7.23,1,0
2018,6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",114,27,9.48,0.09,2.35,0,15.09,3,1
2018,6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",302,75,35.43,1.13,8.96,0,29.48,1,0
2018,6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",238,48,20.58,3.86,10.92,0,12.64,2,1
2018,6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",58,5,0.49,0.99,0.06,0,3.46,1,0
2018,6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",79,17,8.4,0,0.43,0,8.17,3,0
2018,6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",292,69,30.53,2.77,11.21,0,24.49,3,2
2018,6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",180,17,7.16,2.21,5.3,0,2.34,0,0
2018,6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",93,22,15.37,1,3.42,0,2.21,0,0
2018,6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",226,48,13.9,0,24.02,0,10.08,2,1
2018,6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",512,135,36.88,3.25,74.53,0,20.34,0,0
2018,6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",179,39,13.1,0,9.9,0,16,2,0
2018,6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",913,266,112.33,9.29,49.76,0.98,93.63,8,1
2018,6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",222,66,21.88,4.76,15.94,2.18,21.23,0,0
2018,6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",129,25,9.84,0,3.46,0,11.7,1,0
2018,6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",30,5,2.39,1.71,0.02,0,0.88,0,0
2018,6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",59,21,10.76,0,1.86,0.24,8.14,0,0
2018,6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",30,5,1.57,0,0.14,0.7,2.58,0,0
2018,6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",60,16,7.83,3.11,2.04,0,3.02,2,0
2018,6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",120,50,21.21,0.2,5.34,0.18,23.07,3,0
2018,6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",390,84,37.21,0.99,19.26,0.31,26.23,1,0
2018,6,Delta Air Lines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",30,7,0.18,1.4,2.16,0,3.27,0,0
2018,6,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",141,25,10.61,3.05,3.45,0,7.88,0,0
2018,6,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",58,23,9.02,1.93,4.83,0,7.22,0,0
2018,6,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",115,21,8.7,2.49,2.24,0,7.56,1,0
2018,6,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",290,41,21.38,1.44,8.55,0,9.63,0,0
2018,6,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21029,4176,1026.09,188.33,1515.76,2.36,1443.45,62,143
2018,6,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",52,10,2.19,1.3,1.04,0,5.47,0,1
2018,6,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",694,118,41.65,11.91,35.18,0,29.26,0,1
2018,6,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",34,6,1.54,1.42,0.49,0,2.55,0,0
2018,6,Delta Air Lines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",30,6,2.35,1.07,0.27,0,2.32,0,0
2018,6,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",404,70,28.2,8.69,15.37,0,17.74,1,0
2018,6,Delta Air Lines Inc.,BGR,"Bangor, ME: Bangor International",19,4,0,0,2.4,0,1.6,0,0
2018,6,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",296,79,27.02,7.9,14.28,0,29.8,0,4
2018,6,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",89,11,4.11,0.76,1.48,0,4.65,0,0
2018,6,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",30,8,3.06,1,2,0,1.94,0,0
2018,6,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",604,134,54.51,6.91,33.63,0,38.95,0,1
2018,6,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",130,12,7.15,0.03,4.04,0,0.78,0,0
2018,6,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1512,273,60.42,18.77,105.31,0,88.5,2,1
2018,6,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",10,2,0.91,0,0.14,0,0.96,0,0
2018,6,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",30,8,2.86,1.2,1,0,2.94,0,0
2018,6,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",219,39,14.82,2.82,7.03,0,14.33,1,0
2018,6,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",649,135,39.32,5.72,55.72,0,34.23,1,1
2018,6,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",132,10,5.36,0.59,2.08,0,1.97,0,0
2018,6,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",173,49,15.57,5.67,8.87,0,18.88,1,1
2018,6,Delta Air Lines Inc.,CAK,"Akron, OH: Akron-Canton Regional",86,19,4.15,3.76,4.45,0,6.64,0,0
2018,6,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",54,21,8.04,2.74,4.48,0,5.74,0,0
2018,6,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",30,8,0.53,0.39,3.1,0,3.97,0,0
2018,6,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",345,77,23.74,9.93,16.97,0,26.37,1,0
2018,6,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",30,10,2.01,1.5,1.31,0,5.18,0,1
2018,6,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",280,59,21.77,7.02,9.71,0,20.5,2,1
2018,6,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",501,89,27.79,6.28,23.87,0,31.06,1,0
2018,6,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",321,67,24.13,6.59,12.89,0,23.39,0,0
2018,6,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",29,14,8.22,1.96,1.94,0,1.87,0,0
2018,6,Delta Air Lines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",29,8,2.6,2.59,1.35,0,1.46,0,0
2018,6,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",694,109,33.35,14,22.58,0.31,38.76,1,1
2018,6,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",165,49,15.16,8.53,9.13,0,16.18,2,1
